Closed,Name,City,Market
11/7/2008,Norwalk Entertainment Center - Norw,Norwalk,California\SouthEastLosAngeles
11/7/2008,Wyomissing II,Wyomissing,Pennsylvania\PennsylvaniaRemoteMarkets
11/7/2008,Worthington,Charlotte,NorthCarolina\Charlotte
11/7/2008,Coon Rapids,Coon Rapids,Minnesota\Minneapolis
11/7/2008,Burbank & Bluebonnet,Baton Rouge,Louisiana\BatonRouge
11/7/2008,Keystone & National,Indianapolis,Indiana\Indianapolis
11/7/2008,Chatham-Plummer & Rte 4,Chatham,Illinois\IllinoisRemoteMarkets
11/7/2008,Immokalee Rd & I-75 - Naples,Naples,Florida\Naples
11/7/2008,"Altamont Ave & McGregor Blvd, Fort",Fort Myers,Florida\Naples
11/7/2008,Mountain Square,Upland,California\SanBernardinoCounty
11/7/2008,"University & Aragon, San Diego",San Diego,California\SanDiego
11/7/2008,"Hartford, Wethersfield Ave",Hartford,Connecticut\Hartford
11/7/2008,SR 3 & Lincoln,Greensburg,Indiana\IndianaRemoteMarkets
11/7/2008,42nd & SW Alaska - Seattle,Seattle,Washington\Seattle
11/7/2008,"Katella & 57 Fwy, Anaheim",Anaheim,California\OrangeCounty
11/6/2008,Burnsville - I-35 W& Hwy 13,Burnsville,Minnesota\Minneapolis
11/6/2008,Fairview&Milwaukee/Boi,Boise,Idaho\Boise
11/4/2008,I-55 & Hwy 6,Batesville,Mississippi\MississippiRemoteMarkets
11/4/2008,"Euclid & Philadelphia, Ontario",Ontario,California\SanBernardinoCounty
11/3/2008,St. Louis Galleria Relocation,Richmond Heights,Missouri\StLouis
10/31/2008,Chatham Downs,Chapel Hill,NorthCarolina\RaleighDurhamChapelHill
10/31/2008,Islandia,Islandia,NewYork\LongIsland
10/24/2008,Piedmont Town Center,Charlotte,NorthCarolina\Charlotte
10/24/2008,San Pedro & Bitters,San Antonio,Texas\SanAntonio
10/24/2008,Warren & Dallas Pkwy,Frisco,Texas\DallasFortWorth
10/24/2008,Tillamook Shops- Tillamook,Tillamook,Oregon\OregonCoast
10/24/2008,"Paradise & Harmon, Las Vegas",Las Vegas,Nevada\LasVegas
10/24/2008,13th & Main,Kansas City,Missouri\KansasCity
10/24/2008,Mahtomedi-Lincoln Square,Mahtomedi,Minnesota\Minneapolis
10/24/2008,Poplar Level & Hess,Louisville,Kentucky\Louisville
10/24/2008,Pleasant Hill Plaza,Duluth,Georgia\Atlanta
10/24/2008,Promenade at Bonita Bay,Bonita Springs,Florida\Naples
10/24/2008,Colfax & Wadsworth-Lakewood,Lakewood,Colorado\Denver
10/24/2008,Denver Newspaper Agency,Denver,Colorado\Denver
10/24/2008,Evergreen Park-87th & Kedzie,Evergreen Park,Illinois\Chicagoland
10/23/2008,Lincoln & Montana,Santa Monica,California\WestLosAngeles
10/23/2008,Hwy 30A & Watercolor,Santa Rosa Beach,Florida\Panhandle
10/23/2008,CR 545 & Stoneybroook West Pkwy,Winter Garden,Florida\Orlando
10/23/2008,"Farmingdale, Fulton Ave.",Farmingdale,NewYork\LongIsland
10/23/2008,"Roslyn, 1 Roslyn Rd",Roslyn,NewYork\LongIsland
10/23/2008,Spring Valley & Midway,Farmers Branch,Texas\DallasFortWorth
10/23/2008,95th & Quivira,Overland Park,Kansas\KansasCityKansas
10/23/2008,"1st & Lyon, Santa Ana",Santa Ana,California\OrangeCounty
10/23/2008,Brentwood & Nancy - Brentwood,Brentwood,California\ContraCostaCounty
10/22/2008,Fannin & Preston,Houston,Texas\Houston
10/22/2008,Skillman & Audelia,Dallas,Texas\DallasFortWorth
10/22/2008,Belvedere Square,Baltimore,Maryland\Baltimore
10/22/2008,LaCrosse-Losey & Denton,LaCrosse,Wisconsin\WisconsinRemoteMarkets
10/22/2008,Lovers Lane & Greenville Ave,Dallas,Texas\DallasFortWorth
10/22/2008,Cooper & Green Oaks,Arlington,Texas\DallasFortWorth
10/22/2008,Rt. 611 Willow Grove,Willow Grove,Pennsylvania\Philadelphia
10/22/2008,Newton Center,Newton,Massachusetts\Boston
10/22/2008,Calhoun Square,Minneapolis,Minnesota\Minneapolis
10/22/2008,Maryland Parkway - UNLV,Las Vegas,Nevada\LasVegas
10/22/2008,"Foothill & I-15, Rancho Cucamonga",Rancho Cucamonga,California\SanBernardinoCounty
10/22/2008,"First & Shields, Fresno",Fresno,California\CentralValley
10/22/2008,Preston & Hwy 121,Plano,Texas\DallasFortWorth
10/21/2008,16th & Wynkoop- Denver,Denver,Colorado\Denver
10/19/2008,"1st & Market, San Diego",San Diego,California\SanDiego
10/18/2008,96th & Allisonville,Indianapolis,Indiana\Indianapolis
10/18/2008,Greendale Centre,Greenwood,Indiana\Indianapolis
10/18/2008,"Park & University, San Diego",San Diego,California\SanDiego
10/17/2008,Ygnacio & North Main - Walnut Creek,Walnut Creek,California\ContraCostaCounty
10/17/2008,Eastern Beltway,Las Vegas,Nevada\LasVegas
10/17/2008,"Hwy 550 & Hwy 64, Bloomfield",Bloomfield,NewMexico\NewMexicoRemoteMarkets
10/17/2008,"Worcester,Shrewsbury St Marketplace",Worcester,Massachusetts\Worcester
10/17/2008,Stoughton,Stoughton,Massachusetts\Boston
10/17/2008,Davis Hwy & University Pkwy,Pensacola,Florida\Panhandle
10/17/2008,"Bear Valley & Hesperia, Victorville",Victorville,California\SanBernardinoCounty
10/17/2008,Mission Gorge Rd. - San Diego,San Diego,California\SanDiego
10/17/2008,"Sanderson & Stetson, Hemet",Hemet,California\RiversideCounty
10/17/2008,St. Louis Union Station,St. Louis,Missouri\StLouis
10/17/2008,Mineola-Old Country Rd.,Mineola,NewYork\LongIsland
10/13/2008,Hwy 150 & Hwy 291,Lees Summit,Missouri\KansasCity
10/13/2008,College & Pflumm,Lenexa,Kansas\KansasCityKansas
10/12/2008,City Place II,West Palm Beach,Florida\PalmBeachCounty
10/11/2008,"Buffalo & Washington, Las Vegas",Las Vegas,Nevada\LasVegas
10/11/2008,Kearney-2nd & 42nd,Kearney,Nebraska
10/10/2008,E. Palm Canyon & Monty Hall,Cathedral City,California\PalmSprings
10/10/2008,Center & 63rd,Omaha,Nebraska
10/10/2008,East Burnsville,Burnsville,Minnesota\Minneapolis
10/10/2008,Fremont-23rd & Clarkson,Fremont,Nebraska
10/10/2008,Mopac& Slaughter,Austin,Texas\Austin
10/10/2008,"Mammoth & Meridian, Mammoth Lakes",Mammoth Lakes,California\CaliforniaRemoteMarkets
10/10/2008,LBJ & Montfort,Dallas,Texas\DallasFortWorth
10/10/2008,Collins & Green Oaks (Arlington),Arlington,Texas\DallasFortWorth
10/10/2008,Dexter & Germantown,Cordova,Tennessee\Memphis
10/10/2008,1675 Broadway,New York,NewYork\NewYorkCity
10/10/2008,East Meadow,East Meadow,NewYork\LongIsland
10/10/2008,North Mesa - Las Vegas,North Las Vegas,Nevada\LasVegas
10/10/2008,Marshall-E Southview Dr & Main St,Marshall,Minnesota\MinnesotaRemoteMarkets
10/10/2008,Gaylord,Gaylord,Michigan\MichiganRemoteMarkets
10/10/2008,Hwy 27 & Jefferson,Somerset,Kentucky\KentuckyRemoteMarkets
10/10/2008,SR 3 & Parkview,New Castle,Indiana\IndianaRemoteMarkets
10/10/2008,Lloyd Expy & Red Bank,Evansville,Indiana\Evansville
10/10/2008,I 74 & SR 229,Batesville,Indiana\IndianaRemoteMarkets
10/10/2008,Wayne & Calvary,Angola,Indiana\IndianaRemoteMarkets
10/10/2008,Dubuque-Asbury Plaza,Dubuque,Iowa
10/10/2008,Madera & Royal - Simi Valley,Simi Valley,California\Ventura
10/10/2008,Mira Mesa,Mira Mesa,California\SanDiego
10/10/2008,I-55 & Hwy 64,Marion,Arkansas
10/10/2008,Hollywood & Hwy 18,BLYTHEVILLE,Arkansas
10/10/2008,Hwy 100 & South Pointe,Washington,Missouri\StLouis
10/10/2008,Peachtree @ 17th,Atlanta,Georgia\Atlanta
10/8/2008,Capital Village,Boise,Idaho\Boise
10/3/2008,"Jones & Flamingo, Las Vegas",Las Vegas,Nevada\LasVegas
10/3/2008,Willingboro,Willingboro,NewJersey
10/3/2008,US 41 & Golden Gate Pkwy.,Naples,Florida\Naples
10/3/2008,1620 Mendocino Ave. - Santa Rosa,Santa Rosa,California\SonomaCounty
10/3/2008,Atlantic & Garvey Blvd,Monterey Park,California\SanGabrielValley
10/3/2008,"Marguerite & College Drive, Mission",Mission Viejo,California\OrangeCounty
10/3/2008,East Fifth & Hwy 101 - Gonzales,Gonzales,California\CentralCoast
10/3/2008,"McKinley & Magnolia, Corona",Corona,California\RiversideCounty
10/3/2008,Germantown & Market Plaza,Cordova,Tennessee\Memphis
10/3/2008,"Hammonton, NJ",Hammonton,NewJersey
10/3/2008,"Grandville, Canal & 44th",Grandville,Michigan\GrandRapids
10/3/2008,"Bangor, Broadway",Bangor,Maine
10/3/2008,Fairwood Green Village Center,Glenn Dale,Maryland\WashingtonDCArea
10/3/2008,Franklin Park- Grand & Mannheim,Franklin Park,Illinois\Chicagoland
10/3/2008,GA Aquarium,Atlanta,Georgia\Atlanta
10/3/2008,Sweetheart Corner,North Syracuse,NewYork\Syracuse
10/3/2008,"Golden Valley & Soledad, Santa Clar",Santa Clarita,California\SantaClarita
10/3/2008,South Arlington,Arlington,Texas\DallasFortWorth
10/3/2008,Buhl Building,Detroit,Michigan\Detroit
9/27/2008,"Limonite & Pats Ranch Road, Mira L",Mira Loma,California\RiversideCounty
9/26/2008,Metreon SF (UCO),San Francisco,California\SanFrancisco
9/26/2008,Findlay Plaza,Madison,Wisconsin\Madison
9/26/2008,I-40 & Pine Ridge,Harriman,Tennessee\Knoxville
9/26/2008,Mamaroneck Ave,Mamaroneck,NewYork\WestchesterCounty
9/26/2008,"Ridgewood, NJ",Ridgewood,NewJersey
9/26/2008,Wisconsin Rapids-8th & Wood,Wisconsin Rapids,Wisconsin\WisconsinRemoteMarkets
9/26/2008,Madison Crescent,Gainesville,Virginia\NorthernVirginia
9/26/2008,Hwy 75 & Park Blvd,Plano,Texas\DallasFortWorth
9/26/2008,Riverdale & Maltan,Memphis,Tennessee\Memphis
9/26/2008,"Muhlenberg, PA",Reading,Pennsylvania\PennsylvaniaRemoteMarkets
9/26/2008,SPID & Weber,Corpus Christi,Texas\SouthTexas
9/26/2008,New Britain,Chalfont,Pennsylvania\Philadelphia
9/26/2008,"Chestnut Plaza, Altoona",Altoona,Pennsylvania\PennsylvaniaRemoteMarkets
9/26/2008,14th & Bradley,Ponca City,Oklahoma\OklahomaRemoteMarkets
9/26/2008,Hwy 62 & Meadow Creek,Tahlequah,Oklahoma\OklahomaRemoteMarkets
9/26/2008,Sheridan & Gore,Lawton,Oklahoma\OklahomaRemoteMarkets
9/26/2008,Reynoldsburg [OLD],Columbus,Ohio\Columbus
9/26/2008,Central Avenue-Kohls Center,Colonie,NewYork\Albany
9/26/2008,Cedarhurst,Cedarhurst,NewYork\LongIsland
9/26/2008,Rochester Shoppes,Rochester,NewHampshire
9/26/2008,Southcenter & Minkler - Tukwila,Tukwila,Washington\Seattle
9/26/2008,Kent Haggens,Kent,Washington\Tacoma
9/26/2008,Top Foods Wenatchee,East Wenatchee,Washington\CentralWashington
9/26/2008,Burlington Blvd. & Gilkey,Burlington,Washington\Bellingham
9/26/2008,Cottonwood Creek,Salt Lake City,Utah
9/26/2008,Hawthorne II,Portland,Oregon\Portland
9/26/2008,Tanasbourne/Haggens,Beaverton,Oregon\Portland
9/26/2008,Shawnee & 6th,Muskogee,Oklahoma\OklahomaRemoteMarkets
9/26/2008,Hwy 69 & Comanche,McAlester,Oklahoma\OklahomaRemoteMarkets
9/26/2008,"Sahara & Buffalo, Las Vegas",Las Vegas,Nevada\LasVegas
9/26/2008,"North Main & Walmart Access, Roswel",Roswell,NewMexico\NewMexicoRemoteMarkets
9/26/2008,120th & Blondo,Omaha,Nebraska
9/26/2008,7th & Russell,St. Louis,Missouri\StLouis
9/26/2008,SR N & I 64,Dardenne,Missouri\StLouis
9/26/2008,Clayton & Baxter,Chesterfield,Missouri\StLouis
9/26/2008,Rockford Square,Plymouth,Minnesota\Minneapolis
9/26/2008,Meridian Mall,Okemos,Michigan\Lansing
9/26/2008,Grand River & Saginaw,Lansing,Michigan\Lansing
9/26/2008,"Greenville, W. Washington",Greenville,Michigan\GrandRapids
9/26/2008,Corunna & Linden,Flint,Michigan\Flint
9/26/2008,Strawberry Plains & I-40,Knoxville,Tennessee\Knoxville
9/26/2008,Gull Rd & Sprinkle,Kalamazoo,Michigan\MichiganRemoteMarkets
9/26/2008,Cloppers Mill Shopping Center,Germantown,Maryland\WashingtonDCArea
9/26/2008,Montgomery Village Plaza,Gaithersburg,Maryland\WashingtonDCArea
9/26/2008,Verot School Rd & Pinhook,Lafayette,Louisiana\Lafayette
9/26/2008,Siegen & Perkins,Baton Rouge,Louisiana\BatonRouge
9/26/2008,Pill Hill-95th & Stony Island,Chicago,Illinois\Chicago
9/26/2008,Beverly-95th & Western,Chicago,Illinois\Chicago
9/26/2008,Vinings,Atlanta,Georgia\Atlanta
9/26/2008,Euclid & Upper,Lexington,Kentucky\Lexington
9/26/2008,Carmel,Carmel,Indiana\Indianapolis
9/26/2008,Peoria -Sterling & I-74,Peoria,Illinois\IllinoisRemoteMarkets
9/26/2008,Naperville - West,Naperville,Illinois\Chicagoland
9/26/2008,Danville-Vermillion & Lakeshore,Danville,Illinois\IllinoisRemoteMarkets
9/26/2008,Bass Rd & Starcadia Cir,Macon,Georgia\GeorgiaRemoteMarkets
9/26/2008,Channahon-Rte 6 & Ridge,Channahon,Illinois\IllinoisRemoteMarkets
9/26/2008,Hokua,Honolulu,Hawaii\Oahu
9/26/2008,US 1 & Market Place - Stuart,Stuart,Florida\MartinCounty
9/26/2008,Becker Rd & Turnpike Port St Lucie,Port St Lucie,Florida\TreasureCoast
9/26/2008,PGA Commons Central,Palm Beach Gardens,Florida\PalmBeachCounty
9/26/2008,SW 160th St & US 1,Miami,Florida\Miami
9/26/2008,1100 W Broward Blvd,Fort Lauderdale,Florida\BrowardCounty
9/26/2008,Six Mile Cypress & Colonial Fort My,Fort Myers,Florida\Naples
9/26/2008,Gulf Coast Town Center,Fort Myers,Florida\Naples
9/26/2008,Lake Ida Rd & Jog Rd - Delray Beach,Delray Beach,Florida\PalmBeachCounty
9/26/2008,Carrier Circle,East Syracuse,NewYork\Syracuse
9/26/2008,901 Market St.,San Francisco,California\SanFrancisco
9/26/2008,Buffalo Ridge,The Villages,Florida\Gainesville
9/26/2008,Lakeshore Mall,Sebring,Florida\FloridaRemoteMarkets
9/26/2008,Kapok Cove & McMullen Booth,Clearwater,Florida\StPetersburg
9/26/2008,Seaford Commons,Seaford,Delaware
9/26/2008,"East Windsor, Prospect Hill",East Windsor,Connecticut\Hartford
9/26/2008,HWY 34 & Denver- Loveland,Loveland,Colorado\FortCollins
9/26/2008,"11th & C, San Diego",San Diego,California\SanDiego
9/26/2008,Auburn & Madison - Sacramento,Sacramento,California\Sacramento
9/26/2008,US 80 & Mall Rd,Dublin,Georgia\GeorgiaRemoteMarkets
9/26/2008,Stonewall Plaza,Winchester,Virginia\VirginiaRemoteMarkets
9/26/2008,Hastings-Hwy 55,Hastings,Minnesota\Minneapolis
9/26/2008,"Nason &Fir, Moreno Valley",Moreno Valley,California\RiversideCounty
9/26/2008,"Florence & Mt.View, Huntington Park",Huntington Park,California\LosAngelesCounty
9/26/2008,"Rosemead & Garvey, El Monte",El Monte,California\SanGabrielValley
9/26/2008,"3rd & H, Chula Vista",Chula Vista,California\SanDiego
9/26/2008,Harbor Walk - Benicia,Benicia,California\SolanoCounty
9/26/2008,Madison Square Mall,Huntsville,Alabama\Huntsville
9/26/2008,750 NE 125th St,North Miami,Florida\Miami
9/26/2008,Cherry & Business 35,Rockport,Texas\RemoteMarkets
9/26/2008,US 377 & US 67,Brownwood,Texas\RemoteMarkets
9/26/2008,Hwy 101 & Del Guzzi Dr-Port Angeles,Port Angeles,Washington\WashingtonRemoteMarkets
9/26/2008,Ludington,Ludington,Michigan\MichiganRemoteMarkets
9/26/2008,"Bay Ridge, 8414 Third Ave",Brooklyn,NewYork\Brooklyn
9/26/2008,Cypress & Civic Center - Redding,Redding,California\NorthernCalifornia
9/26/2008,California and Placer - Redding,Redding,California\NorthernCalifornia
9/25/2008,McCaslin @ Century - Louisville,Louisville,Colorado\Boulder
9/19/2008,Lamar & Loop 286,Paris,Texas\RemoteMarkets
9/19/2008,I-27 & Hwy 70,Plainview,Texas\RemoteMarkets
9/19/2008,Warrington Rt. 611,Warrington,Pennsylvania\Philadelphia
9/19/2008,Hwy 271 & White Street,Mt. Pleasant,Texas\RemoteMarkets
9/19/2008,Westbury,Westbury,NewYork\LongIsland
9/19/2008,Wyoming & Menaul - Albuquerque NM,Albuquerque,NewMexico\Albuquerque
9/19/2008,Euclid & Laclede,St. Louis,Missouri\StLouis
9/19/2008,Corporate Blvd. & Energy Blvd.,Baton Rouge,Louisiana\BatonRouge
9/19/2008,Speedway & Cunningham,Indianapolis,Indiana\Indianapolis
9/19/2008,Ashland & Altgeld,Chicago,Illinois\Chicago
9/19/2008,Wells & Blanding - Orange Park,Orange Park,Florida\Jacksonville
9/19/2008,Mooney @ Caldwell - Visalia,Visalia,California\CentralValley
9/19/2008,Newport & Main,Tustin,California\OrangeCounty
9/19/2008,"South Holland, Illinois",South Holland,Illinois\Chicagoland
9/19/2008,Millender Center,Detroit,Michigan\Detroit
9/19/2008,Del Webb & Sun City - Lincoln,Lincoln,California\Sacramento
9/19/2008,"SR173 & Corona Circle, Lake Arrowhe",Lake Arrowhead,California\SanBernardinoCounty
9/19/2008,Main & Wayne,Altus,Oklahoma\OklahomaRemoteMarkets
9/19/2008,"Sierra & I-15, Fontana",Fontana,California\SanBernardinoCounty
9/19/2008,20th & Division,Portland,Oregon\Portland
9/19/2008,Top Foods - Yakima,Yakima,Washington\CentralWashington
9/12/2008,Sharon (5 Post Office Sq),Sharon,Massachusetts\Boston
9/12/2008,I-45 & Red Ripple,Houston,Texas\Houston
9/12/2008,S. Congress & Academy,Austin,Texas\Austin
9/12/2008,Hwy 66 & Country Club,Claremore,Oklahoma\Tulsa
9/12/2008,High St - Worthington Rebuild,Worthington,Ohio\Columbus
9/12/2008,Greece,Greece,NewYork\Rochester
9/12/2008,Fargo-University & 16th,Fargo,NorthDakota
9/12/2008,Blaine-125th & Central,Blaine,Minnesota\Minneapolis
9/12/2008,Downtown Rochester,Rochester,Michigan\Detroit
9/12/2008,Winter Park Village,Winter Park,Florida\Orlando
9/12/2008,"Valley View & Firestone, La Mirada",La Mirada,California\SouthEastLosAngeles
9/11/2008,Merchants Festival,Marietta,Georgia\Atlanta
9/7/2008,33rd & M Street,Washington,WashingtonDC\WashingtonDC
9/5/2008,Hwy 77 & General Cavazos,Kingsville,Texas\SouthTexas
9/5/2008,Shattuck & Cedar - Berkeley,Berkeley,California\AlamedaCounty
9/1/2008,Romford - Sainsburys,Romford,UnitedKingdom\London
9/1/2008,PGA Blvd & Central Blvd Palm Beach,???,Florida\PalmBeachCounty
9/1/2008,"Garfield & Valley, Alhambra",Alhambra,California\SanGabrielValley
8/31/2008,Airline & Highland,Baton Rouge,Louisiana\BatonRouge
8/29/2008,Top Foods - Federal Way,Federal Way,Washington\Tacoma
8/24/2008,Shepherd & Farnham,Houston,Texas\Houston
8/7/2008,Trailhead Building- Missoula,Missoula,Montana
8/7/2008,Roselle & Floyd - Modesto,Modesto,California\ModestoStockton
8/1/2008,Kamloops Victoria Centre,Kamloops,BritishColumbia\EasternBritishColumbia
8/1/2008,Fairmont-Hwy 15 & Torgenson,Fairmont,Minnesota\MinnesotaRemoteMarkets
8/1/2008,Meridian,Meridian,Idaho\Boise
8/1/2008,US 41 & Pelican Landing Pkwy- Bonit,Bonita Springs,Florida\Naples
8/1/2008,"Baker & Mojave Pointe, Baker",Baker,California\SanBernardinoCounty
8/1/2008,Los Cerritos Mall,Cerritos,California\SouthEastLosAngeles
8/1/2008,Cornell & 188th - Hillsboro,Hillsboro,Oregon\Portland
7/27/2008,The Highlands,Tridelphia,WestVirginia
7/1/2008,Bosques Horizontes,Mexico City,Mexico\Distrito
7/1/2008,Southcentre Indigo,Calgary,Alberta\Calgary
7/1/2008,Dundas & Huron,Toronto,Ontario\Toronto
7/1/2008,45 Wall Street,New York,NewYork\NewYorkCity
6/1/2008,Carle Place,Carle Place,NewYork\LongIsland
6/1/2008,Flat Iron Crossings Mall,Broomfield,Colorado\Denver
6/1/2008,1185 6th,New York,NewYork\NewYorkCity
6/1/2008,Altgeld & Lincoln,Chicago,Illinois\Chicago
5/1/2008,Pointe Orlando,Orlando,Florida\Orlando
5/1/2008,600 Santa Ana Blvd. - Santa Ana,Santa Ana,California\OrangeCounty
2/1/2008,"Tropicana & Hualapai, Las Vegas",Las Vegas,Nevada\LasVegas
1/1/2008,Woodway & Voss,Houston,Texas\Houston
1/1/2008,Monte Everest,Distrito Federal,Mexico\Distrito
1/1/2008,Manchester Rd.,Manchester,Missouri\StLouis
1/1/2008,Rochester-W Circle Dr & 26th,Rochester,Minnesota\MinnesotaRemoteMarkets
1/1/2007,"Pecos & Russell, Las Vegas",Las Vegas,Nevada\LasVegas
1/1/2007,Hayward Gallery,London,UnitedKingdom\London
11/1/2006,Columbia Center Mall-Kennewick [OLD],Kennewick,Washington\SoutheasternWashington
8/1/2003,87th @ Broadway,New York,NewYork\NewYorkCity
6/1/2003,Dudley - Merry Hill Centre,Dudley,UnitedKingdom\Birmingham
3/6/1998,12th and Glisan,Portland,Oregon\Portland
???,MEX - Aeropuerto Cenca,Mexico City,Mexico\Distrito
???,Main St. NHC,Raleigh,NorthCarolina\RaleighDurhamChapelHill
???,Marina Cabo San Lucas,Cabo San Lucas,Mexico\BajaCaliforniaSur
???,Tijuana Airport Inside,Tijuana,Mexico\BajaCaliforniaNorte
???,"Salesforce Tower, 5th Floor",San Francisco,California\SanFrancisco
???,Luis Munoz Marin Airport Terminal C,Carolina,PuertoRico
???,El San Juan,Carolina,PuertoRico
???,Plaza de Armas Calle Cruz,San Juan,PuertoRico
???,La Galeria,San Juan,PuertoRico
???,Plaza Guaynabo,Guaynabo,PuertoRico
???,Las Catalinas Mall,Caguas,PuertoRico
???,GDL - Guadalajara Int Airpt - Reloc,Guadalajara,Mexico\Jalisco
???,Plaza Mexico,Guadalajara,Mexico\Jalisco
???,Providencia Guadalajara,Guadalajara,Mexico\Jalisco
???,Clinton & Adams-Metropolitan Place,Chicago,Illinois\Chicago
???,Fashion Drive (did this exist?),San Pedro Garza Garcia,Mexico\NuevoLeon
???,San Jeronimo Monterrey,Monterrey,Mexico\NuevoLeon
???,Main Entrance San Agustin,Monterrey,Mexico\NuevoLeon
???,Biblioteca ITESM Mty II,Monterrey,Mexico\NuevoLeon
???,UCALLI,San Pedro Garza Garcia,Mexico\NuevoLeon
???,La Aurora,Monterrey,Mexico\NuevoLeon
???,La Isla Cancun,Cancun,Mexico\QuintanaRoo
???,Forum by the Sea,Cancun,Mexico\QuintanaRoo
???,Lajpat Nagar,New Delhi,India\Delhi
???,South Extension 2,New Delhi,India\Delhi
???,Sainsburys North Cheam [OLD],North Cheam,UnitedKingdom\Surrey
???,Kizilay,Ankara,Turkey\Ankara
???,Muscat City Centre Borders,Muscat,Oman\Oman
???,WB-Hiroshima Fukuya Honten,Hiroshima,Japan\Hiroshima
???,Orchard Point (Closed),Singapore,Singapore
???,Hillside [TEMP KIOSK],Victoria,BritishColumbia\VancouverIsland
???,Airport Gallery,Moscow,MOW
???,Hilton Tokyo Bay (Closed),Urayasu,JP-12
???,Tokorozawa Station Bldg (Closed),Tokorozawa,JP-11
???,Kichijoji Nakamichi-dori (Closed),Musashino,Japan\Tokyo
???,Technical Center V2 Bldg (Closed),Atsugi,JP-14
???,Honmachi-dori Center (Closed),Osaka,JP-27
???,Kichijoji Lonlon (Closed),Musashino,Japan\Tokyo
???,Chofu Microsoft (Closed),Chofu,Japan\Tokyo
???,Nissan Technical Center 103(Closed),Kanagawa,JP-14
???,AEON Nagoya Dome-mae Jusco (Closed),Nagoya,JP-23
???,NRT - Narita Airport Term 1 (closed,Chiba,Japan\Chiba
???,Akashi City Hospital (Closed),Hyogo,JP-28
???,Tenjin Kokutai-doro (Closed),Fukuoka,JP-40
???,Akihabara UDX Bldg (Closed),Chiyoda,Japan\Tokyo
???,Kamata Palio (Closed),Ota,Japan\Tokyo
???,Utsunomiya Heisei-dori (Closed),Tochigi,JP-09
???,Nihon Seimei Sapporo Bldg (Closed),Sapporo,JP-01
???,Shinjuku Isetan Girl (Closed),Shinjuku,Japan\Tokyo
???,Hiroo Arisugawa Koen-mae (Closed),Minato,Japan\Tokyo
???,ODAKYU HALC (Closed),Shinjuku,Japan\Tokyo
